Keywords,eigenvector,closeness,betweeness,clustering,pagerank,community
mammogram,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0006731370816500371,1
mammography,0.039148955860637394,0.28725593429405216,0.0,0.0,0.000882287229987528,1
medical image,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0010032177805862302,1
medical image analysis,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0006400553964810032,1
medical image segmentation,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0008511055299415474,1
medical image synthesis,0.04651761408343756,0.2895030472089991,0.0,1.0,0.0010248747025311973,1
medical imaging,0.050519169413098954,0.2917855942303578,0.0,1.0,0.002351207070491681,1
microscopic object detection,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0007658248184095457,1
monitoring,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0005473676597214949,1
multi-label classification,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0010466252711536003,1
multi-task learning,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0006731370816500371,1
object recognition,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0005473676597214949,1
periocular recognition,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0011082277965273712,1
person identification,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0007658248184095457,1
principle component analysis,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0007011072479228109,1
real-time systems,0.039148955860637394,0.28725593429405216,0.0,0.0,0.00047379726415592053,1
recurrent neural network,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0008393952139751199,1
recurrent neural networks,0.039306725753532,0.2880010858745815,0.0033392963625521765,0.0,0.0023249988901663087,1
recycling,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0008511055299415474,1
residual network,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0007831185571047124,1
retina,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0008268766698513532,1
review,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0012799026571079979,1
scene classification,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0008915942403380878,1
semi-supervised learning,0.048120669339727355,0.2937153931339978,0.0001590141125024846,0.6666666666666666,0.002283472220930871,4
sentiment analysis,0.04236755789086285,0.2883751132588342,0.0033392963625521765,0.3333333333333333,0.002134155482902145,4
signal detection,0.039148955860637394,0.28725593429405216,0.0,0.0,0.00047379726415592053,1
signal processing,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0006400553964810032,1
small dataset,0.04247860246147925,0.29025991792065664,0.0,1.0,0.000952395363960537,4
sonar,0.039148955860637394,0.28725593429405216,0.0,0.0,0.00047379726415592053,1
spectral ct,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0006731370816500371,1
stock market index,0.0425301819004013,0.28762802747318955,0.0,1.0,0.0017936750583987403,1
supervised learning,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0009391994283879437,1
synthetic data,0.050519169413098954,0.2917855942303578,0.0,1.0,0.0010939084464838397,1
target detection,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0007831185571047124,1
tensorflow,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0010218440608002976,1
time-series data augmentation,0.039148955860637394,0.28725593429405216,0.0,0.0,0.001068425086650465,1
traffic congestion,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0008134300064594013,1
training data augmentation,0.039487385223277584,0.28875011340611484,0.006656908982490378,0.3333333333333333,0.0025387766905393926,13
transceivers,0.039148955860637394,0.28725593429405216,0.0,0.0,0.00047379726415592053,1
tumor segmentation,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0012255563048395863,1
u-net,0.046065457344038475,0.2883751132588342,0.0,1.0,0.001106548152913452,1
uav,0.039148955860637394,0.28725593429405216,0.0,0.0,0.001087884457957574,1
uncertainty,0.039148955860637394,0.28725593429405216,0.0,0.0,0.0009590133037244176,1
underwater acoustics,0.039148955860637394,0.28725593429405216,0.0,0.0,0.00047379726415592053,1
yolov3,0.044841936400150204,0.2883751132588342,0.0,1.0,0.000910271761014454,1
iris segmentation,0.0033296466008418566,0.21067252107144432,0.0,0.0,0.001210782862643587,4
regularization,0.009234909539916663,0.22588894934822212,3.7946549574456546e-05,0.0,0.000793930251490989,4
text classification,0.003343064681458055,0.2110730391723406,0.0033392963625521765,0.0,0.0015704603144672462,4
diabetes,3.3243774919574067e-21,0.004651162790697674,0.0,1.0,0.0022564193143721663,10
grammatical evolution,3.3243774919574067e-21,0.004651162790697674,0.0,1.0,0.0023520687650877004,10
time series forecasting,3.3243774919574067e-21,0.004651162790697674,0.0,1.0,0.0023520687650877004,10
distributed artificial intelligence,0.01213928512731574,0.2334898393368058,0.0,1.0,0.0008085212275698799,1
wireless communication,0.01213928512731574,0.2334898393368058,0.0,1.0,0.0008085212275698799,1
image-to-image translation,0.022867444183739878,0.22938929463770902,0.0034176300561078576,0.4,0.002576675473847857,1
maximum mean discrepancy,0.004465864622393852,0.21289437891591784,0.0,0.0,0.0005937341749557555,1
posterior propriety,4.3403670511938694e-11,0.03953488372093023,0.0,0.0,0.0005612675065648654,3
eeg,0.0024901189997088135,0.2057913227148307,0.0,0.0,0.001202069129942157,1
eeg (electroencephalogram),3.3243774919574067e-21,0.004651162790697674,0.0,1.0,0.002320185614849188,11
long short term memory (lstm),3.3243774919574067e-21,0.004651162790697674,0.0,1.0,0.002320185614849188,11
recurrent neural network (rnn),3.3243774919574067e-21,0.004651162790697674,0.0,1.0,0.002320185614849188,11
em algorithm,3.484826937374419e-11,0.0774300718036652,0.011341179375006017,0.08888888888888889,0.006683076103779512,2
gibbs sampler,1.2590472137420421e-11,0.06694153618085795,0.0031471277137239094,0.2,0.0051206291361788545,2
ibf sampler,6.987343343861612e-12,0.05657348680604494,0.0,1.0,0.001628911231933351,2
incomplete data,5.111397666873649e-12,0.0558216796724098,0.0,0.0,0.0009593855695270504,2
infectious disease,5.111397666873649e-12,0.0558216796724098,0.0,0.0,0.0009208217784524996,2
interval censoring,5.111397666873649e-12,0.0558216796724098,0.0,0.0,0.000855219278856861,2
small sample,5.111397666873649e-12,0.0558216796724098,0.0,0.0,0.0006884485170722741,2
epidemics,8.207240607499299e-13,0.046033768716151634,0.0,0.0,0.0013722667662725296,2
ergm,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,16
multilevel networks,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,16
underwater-imaging,0.002704331761562875,0.20598222375631015,0.0,0.0,0.001055704444475182,1
fault diagnosis,0.00028852430927892643,0.1657080874696286,0.0033392963625521765,0.0,0.002384008087716969,12
imbalanced data,0.00453572122115339,0.21474742476721695,0.006656908982490378,0.0,0.0017904812535496368,12
rolling bearing,1.827843940659371e-05,0.13473837209302325,0.0,0.0,0.0014996448353281743,12
vae,0.004517442781746796,0.21391988170453016,0.0,0.0,0.0006512077336670345,1
weather classification,0.004517442781746796,0.21391988170453016,0.0,0.0,0.0006091727864719704,1
gans,0.001448783174783705,0.17401946489757236,0.0,0.0,0.0006477024900759645,1
liver lesions,0.014941724348955665,0.22474578664909142,0.0,1.0,0.0030742972524626907,1
vehicle detection,0.007368658222800174,0.22006822320049785,0.0,0.0,0.0007137670758193407,1
image translation,0.006621581653674314,0.22429175475687105,0.0,0.0,0.0009117349144594556,1
physician training,0.006621581653674314,0.22429175475687105,0.0,0.0,0.0010691428836397702,1
speech emotion recognition,0.006621581653674314,0.22429175475687105,0.0,0.0,0.0008709376715031505,1
marginal data augmentation,1.9196847478968703e-12,0.050457434178364416,0.0009107171897869572,0.0,0.0025722072271989233,2
metropolis-hastings algorithm,1.875945676987962e-12,0.05015619576535925,0.0,0.0,0.001018048715757728,2
grouping and shape,0.006916501483401093,0.21855200512726608,0.0,0.0,0.0009532202325416375,1
heavy-tailedness,5.908290695050735e-13,0.043082886106141915,0.0,1.0,0.0018205982794574876,2
parameter expansion,3.300238392023406e-12,0.054730702219528825,0.0017997506369599391,0.3333333333333333,0.00243043551420382,2
sample selection,5.908290695050735e-13,0.043082886106141915,0.0,1.0,0.0018205982794574874,2
host phenotypes,0.016510139665900335,0.2342287312334413,0.0,1.0,0.0018152819184549759,1
metagenomics,0.016510139665900335,0.2342287312334413,0.0,1.0,0.0018152819184549757,1
human tracking,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,17
multi-domain network,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,17
image augmentation,0.011301634864636013,0.23251187142335322,0.0,0.0,0.0007263755712516834,1
image registration,0.006916501483401093,0.21855200512726608,0.0,0.0,0.0006953425829692857,1
task analysis,0.004940853217782464,0.216421868625051,0.0,1.0,0.0012950367703543735,1
imu,0.01137021355246156,0.23324457690052766,0.0,0.0,0.0008257122376131201,1
inception-v3,0.011301634864636013,0.23251187142335322,0.0,0.0,0.000775912546177156,1
incompatible gibbs sampler,2.8842596155277496e-13,0.04029334671797446,0.0,0.0,0.001460825963970207,2
individual covariates,4.394388519232853e-13,0.0387150359018326,0.0,0.0,0.0009483339631342101,2
language modeling,0.00295802316846914,0.2094800351031154,0.0,0.0,0.0009128845150065011,4
lighthouse probe,5.890029704620749e-18,0.0069767441860465115,0.0,1.0,0.002320185614849188,8
multivariate curve resolution,5.890029704620749e-18,0.0069767441860465115,0.0,1.0,0.002320185614849188,8
process analytical technology,5.890029704620749e-18,0.0069767441860465115,0.0,1.0,0.002320185614849188,8
simplisma,5.890029704620749e-18,0.0069767441860465115,0.0,1.0,0.002320185614849188,8
lithography hotspot detection,0.01137021355246156,0.23324457690052766,0.0,0.0,0.000942577983905659,1
local binary pattern-three orthogonal planes (lbp-top),0.0029901029937520742,0.20713510933703577,0.0,0.0,0.0007496685118680947,1
locomotion,0.004093933994764385,0.20987602760803623,0.0,0.0,0.0008811142867625539,1
rnn,0.0032379613114201407,0.21067252107144432,0.0,0.0,0.0010167957879939258,1
optical coherence tomography,0.01137021355246156,0.23324457690052766,0.0,0.0,0.0006193817018740026,1
privacy,0.01137021355246156,0.23324457690052766,0.0,0.0,0.0011067030991514745,1
magnetic resonance imaging,0.011301634864636013,0.23251187142335322,0.0,0.0,0.0010530472484993401,1
robit regression,9.699033515735547e-11,0.04029334671797446,0.0,1.0,0.0012804586069737065,3
robust regression,9.699033515735547e-11,0.04029334671797446,0.0,1.0,0.0012804586069737065,3
sparsity,3.1188684131295716e-12,0.054026770358184394,0.0,0.0,0.001016524667042158,2
winbugs,3.1188684131295716e-12,0.054026770358184394,0.0,0.0,0.001271308792961477,2
markov chain monte carlo (mcmc),8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,18
space alternating data augmentation (sada),8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,18
posterior consistency,2.755037669262877e-12,0.04842168755445345,0.0,0.0,0.0005008542138408899,2
missing at random,3.5313883435488525e-12,0.046033768716151634,0.0,0.0,0.0011018255802779982,2
pca model building,2.055979702507223e-11,0.05545321974057871,0.0,0.0,0.0011916134387488003,2
probit regression,2.055979702507223e-11,0.05545321974057871,0.0,0.0,0.0012070709627872841,2
mixup,0.00295802316846914,0.2094800351031154,0.0,0.0,0.0009576105701954675,4
monotone splines,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,19
proportional odds model,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,19
natural language processing,0.0002118048158442921,0.16327120383036936,0.0,0.0,0.0011007813272359043,4
visual context,0.00569298053951281,0.21516360194699835,0.0,0.0,0.0007582034460617189,1
wafer map,0.004238249832163541,0.21087258994235736,0.0,0.0,0.0008833054481999605,1
plda,0.0007188891178898042,0.17608948232299945,0.0,0.0,0.0012832429194466809,1
speaker verification,0.011347179665100075,0.23299982918079995,0.0033392963625521765,0.0,0.0016773249928250073,1
poisson editing,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,20
pulmonary nodules,8.776828206510467e-26,0.002325581395348837,0.0,0.0,0.002320185614849188,20
recommender systems,0.0024901189997088135,0.2057913227148307,0.0,0.0,0.0015845466814515988,1
road extraction,0.0051624453579843495,0.2168445675872093,0.0,0.0,0.000602794395597639,1
rhetorical structure theory,0.0026840437097789627,0.20598222375631015,0.0,0.0,0.0011028172695618887,4
sequence-to-sequence speech recognition,0.0026707784694543885,0.2063650903432178,0.0,1.0,0.0016862640129367986,13
sequence-to-sequence speech synthesis,0.0026707784694543885,0.2063650903432178,0.0,1.0,0.0016862640129367984,13
speaker embedding,1.1282498431909705e-22,0.005232558139534884,2.168374261397517e-05,0.0,0.0021601672695045608,9
speaker recognition,1.1282498431909705e-22,0.005232558139534884,2.168374261397517e-05,0.0,0.003439571413519158,9
tdnn-lstm,6.972967508937589e-23,0.0034883720930232558,0.0,0.0,0.0012007998161792154,9
x-vectors,6.972967508937589e-23,0.0034883720930232558,0.0,0.0,0.0024802039601938136,9
speech synthesis,0.00295802316846914,0.2094800351031154,0.0,0.0,0.00118238963945965,4
vocal tract length perturbation,0.00022695359145497417,0.16351166215707094,0.0,0.0,0.0012230039844169202,4
